,ID,Player Name,Drafting Team,Franchise current name,NBA profile,College / High School,Age at Draft,League before Draft,Draft Year,Pick Number,Position,Height,Weight,Nationality,Continent,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive Selections,Finals MVP Awards,Hall of Fame Inductee,Reason no stats
59,60,Clarence Glover,Boston Celtics,Boston Celtics,/stats/player/76825/,Western Kentucky,23.7,College,1971,10,Forward,2.03,95.0,USA,USA,1947-11-01,25.0,,4.8,2.6,1.0,2.2,45.5,,,,0.6,1.3,46.9,1.8,0.2,,,,3.0,3.3,2.0,0.7,2.0,33.3,,,,0.7,0.7,100.0,1.0,0.0,,,,0.0,30.0,,8.4,35.0,,58.9,10.9,1.8,,,,0,0,0,0,0,
60,61,Curtis Rowe,Detroit Pistons,Detroit Pistons,/stats/player/78028/,California-Los Angeles,22.0,College,1971,11,Forward,2.00,102.0,USA,USA,1949-07-02,590.0,,31.0,11.6,4.8,9.9,48.2,,,,2.1,3.0,70.1,7.2,1.6,0.5,0.5,1.6,28.0,33.1,11.5,4.5,9.4,48.1,,,,2.5,3.4,72.6,7.9,2.2,0.4,0.8,,1.0,30.0,,17.5,52.3,,62.7,10.0,,,,,0,0,0,0,0,
61,62,Dana Lewis,Philadelphia 76ers,Philadelphia 76ers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=814:dana-lewis&catid=69&Itemid=342,Tulsa,,College,1971,12,Center,2.08,109.0,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,23.3,49.2,,61.0,13.5,,,,,0,0,0,0,0,
62,63,Jim Cleamons,Los Angeles Lakers,Los Angeles Lakers,/stats/player/76402/,Ohio State,21.8,College,1971,13,Guard,1.90,84.0,USA,USA,1949-09-13,652.0,,26.1,8.3,3.4,7.5,46.1,0.0,,,1.4,1.8,76.5,3.0,3.9,1.0,0.2,1.5,27.0,24.7,8.2,3.4,8.5,39.6,0.0,,,1.4,1.7,84.8,3.3,3.3,0.6,0.1,1.1,0.0,24.0,,17.4,51.0,,74.3,6.3,,,,,0,0,1,0,0,
63,64,John Roche,Phoenix Suns,Phoenix Suns,/stats/player/78000/,South Carolina,21.8,College,1971,14,Guard,1.90,77.0,USA,USA,1949-09-26,162.0,2.0,21.3,8.4,3.1,6.7,46.8,0.5,,,1.6,2.0,81.9,1.1,4.0,0.7,0.1,1.6,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,21.6,41.6,,82.1,2.3,4.2,,,,0,0,0,0,0,
64,65,Kenny McIntosh,Chicago Bulls,Chicago Bulls,/stats/player/77540/,Eastern Michigan,22.5,College,1971,15,Forward,2.00,102.0,USA,USA,1949-01-21,177.0,,20.9,5.3,2.3,6.3,36.1,,,,0.7,1.3,58.1,3.9,1.0,0.7,0.4,,0.0,,,,,,,,,,,,,,,,,0.0,33.0,,25.4,52.1,,57.4,13.6,1.6,,,,0,0,0,0,0,Incorrect name
65,66,Dean Meminger,New York Knicks,New York Knicks,/stats/player/77578/,Marquette,23.1,College,1971,16,Guard,1.83,79.0,USA,USA,1948-05-13,416.0,,20.6,6.1,2.4,5.1,47.5,,,,1.3,2.1,62.7,2.6,2.5,0.9,0.1,,45.0,17.3,3.8,1.5,3.2,45.5,,,,0.8,1.5,56.1,2.3,1.8,0.3,0.0,,0.0,29.0,,21.2,50.8,,73.6,4.0,,,,,0,0,0,0,0,
66,67,Collis Jones,Milwaukee Bucks,Milwaukee Bucks,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=824:collis-jones&catid=69&Itemid=342,Notre Dame,22.0,College,1971,17,Forward,2.00,92.0,USA,USA,1949-07-03,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,23.1,47.3,,69.9,13.1,,,,,0,0,0,0,0,
67,68,Steve Patterson,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/77812/,California-Los Angeles,23.0,College,1971,18,Center,2.05,102.0,USA,USA,1948-06-24,350.0,,15.9,4.4,1.9,4.8,40.3,,,,0.6,1.0,59.4,4.7,1.3,0.4,0.4,,0.0,,,,,,,,,,,,,,,,,0.0,30.0,,12.9,42.0,,62.0,9.8,,,,,0,0,0,0,0,
68,69,Fred Hilton,Buffalo Braves,Los Angeles Clippers,/stats/player/77029/,Grambling,23.5,College,1971,19,Guard,1.90,84.0,USA,USA,1948-01-15,120.0,,17.3,9.4,4.2,10.7,38.8,,,,1.1,1.5,74.9,2.1,1.6,,,,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,28.0,50.0,,78.6,3.3,,,,,0,0,0,0,0,
69,70,Willard Sojourner,Chicago Bulls,Chicago Bulls,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=796&Itemid=5,Weber State,22.8,College,1971,20,Forward,2.03,93.0,USA,USA,1948-09-10,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,25.0,,17.8,50.6,,74.6,13.6,,,,,0,0,0,0,0,Incorrect name
70,71,John Mengelt,Cincinnati Royals,Sacramento Kings,/stats/player/77580/,Auburn,21.7,College,1971,21,Guard,1.88,88.0,USA,USA,1949-10-16,636.0,,20.1,9.8,3.8,7.9,47.9,0.0,,,2.2,2.7,80.9,1.9,2.1,0.7,0.1,1.4,19.0,15.3,8.8,3.3,6.3,52.1,,,,2.3,2.9,78.2,1.7,1.7,0.6,0.1,,0.0,26.0,,28.4,48.4,,81.3,4.1,,,,,0,0,0,0,0,
71,72,"Ted, Hound Dog McClain",Atlanta Hawks,Atlanta Hawks,/stats/player/77510/,Tennessee State,23.8,College,1971,22,Guard,1.85,82.0,USA,USA,1947-08-30,178.0,,19.6,5.9,2.4,5.4,44.7,,,,1.1,1.4,78.6,2.3,3.0,1.0,0.1,1.4,25.0,12.2,3.7,1.5,3.6,41.1,,,,0.8,1.0,79.2,1.4,2.0,0.8,0.1,1.1,0.0,27.0,,21.5,44.2,,75.1,6.2,,,,,0,0,0,0,0,Incorrect name
72,73,Jim McDaniels,Seattle SuperSonics,Oklahoma City Thunder,/stats/player/77523/,Western Kentucky,23.3,College,1971,23,Center,2.11,103.0,USA,USA,1948-04-02,184.0,,14.7,5.3,2.2,5.5,40.2,,,,0.8,1.2,70.3,4.4,0.9,0.1,0.6,1.2,0.0,,,,,,,,,,,,,,,,,0.0,30.0,,29.3,52.2,,74.2,15.1,1.1,,,,0,0,0,0,0,
73,74,Mike Newlin,Houston Rockets,Houston Rockets,/stats/player/77710/,Utah,22.5,College,1971,24,Guard,1.93,91.0,USA,USA,1949-01-02,837.0,32.0,29.4,14.9,5.6,12.1,46.6,0.1,,,3.6,4.1,87.0,3.0,4.0,1.0,0.1,2.5,22.0,31.0,14.8,6.1,12.3,50.0,,,,2.5,3.0,84.6,3.3,4.7,1.3,0.0,3.0,0.0,26.0,,21.8,45.0,,78.1,7.9,,,,,0,0,0,0,0,
74,75,Charlie Yelverton,Portland Trail Blazers,Portland Trail Blazers,/stats/player/78631/,Fordham,22.6,College,1971,25,Guard,1.88,86.0,USA,USA,1948-12-05,69.0,,17.8,7.9,3.0,7.7,38.9,,,,1.9,2.7,70.7,2.9,1.2,,,,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,23.3,47.3,,69.4,12.0,,,,,0,0,0,0,0,Incorrect name
75,76,Amos Thomas,Buffalo Braves,Los Angeles Clippers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=809:amos-thomas&catid=69&Itemid=342,Southwestern Oklahoma,22.4,College,1971,26,Forward,2.00,86.0,USA,USA,1949-02-14,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,24.3,50.1,,81.8,11.3,,,,,0,0,0,0,0,
76,77,Richard Fisher,Portland Trail Blazers,Portland Trail Blazers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=811&Itemid=5,Colorado State,22.7,College,1971,27,Forward,1.96,98.0,USA,USA,1948-10-27,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,24.0,,18.7,46.4,,76.9,9.7,,,,,0,0,0,0,0,Incorrect name
77,78,Jim Rose,Boston Celtics,Boston Celtics,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=813:jim-rose&catid=69&Itemid=342,Western Kentucky,24.1,College,1971,28,Guard,1.90,,USA,USA,1947-05-26,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,30.0,,15.4,43.7,,72.0,4.8,2.9,,,,0,0,0,0,0,
78,79,Isaiah Wilson,Detroit Pistons,Detroit Pistons,/stats/player/78580/,Baltimore,23.1,College,1971,29,Guard,1.88,792.0,USA,USA,1948-05-31,48.0,,6.7,3.5,1.3,3.7,35.6,,,,0.9,1.2,73.2,1.0,0.9,,,,0.0,,,,,,,,,,,,,,,,,0.0,19.0,,29.1,42.6,,75.4,6.6,,,,,0,0,0,0,0,
79,80,Spencer Haywood,Buffalo Braves,Los Angeles Clippers,/stats/player/76981/,Detroit Mercy,22.2,International League,1971,30,Forward,2.05,102.0,USA,USA,1949-04-22,760.0,88.0,33.7,19.2,7.6,16.4,46.5,0.0,,,4.0,5.0,80.0,9.3,1.8,0.6,1.1,2.2,33.0,27.0,13.4,5.2,11.6,44.8,0.0,,,2.9,3.7,78.9,5.7,1.2,0.4,1.1,1.9,4.0,33.0,,20.6,44.9,,73.4,12.0,1.5,,,,0,4,0,0,1,
80,81,Joe Bergman,Cincinnati Royals,Sacramento Kings,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=819:joe-bergman&catid=69&Itemid=342,Creighton,,College,1971,31,Forward,2.05,,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,18.0,,13.3,52.4,,69.4,6.5,,,,,0,0,0,0,0,
81,82,Howard Porter,Chicago Bulls,Chicago Bulls,/stats/player/77875/,Villanova,22.8,College,1971,32,Forward,2.03,91.0,USA,USA,1948-08-31,457.0,,18.7,9.2,4.0,8.6,46.9,,,,1.2,1.5,80.2,4.1,0.5,0.4,0.6,0.9,36.0,18.4,9.3,4.2,9.1,45.9,,,,0.9,1.1,84.6,4.2,0.5,0.7,0.6,,0.0,34.0,,23.5,53.0,,74.3,14.8,,,,,0,0,0,0,0,
82,83,Marvin Stewart,Philadelphia 76ers,Philadelphia 76ers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=823:marvin-stewart&catid=69&Itemid=342,Nebraska,,College,1971,33,Guard,1.90,82.0,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,21.4,50.5,,82.4,2.1,,,,,0,0,0,0,0,
83,84,Gregg Northington,New York Knicks,New York Knicks,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=825:gregg-northington&catid=69&Itemid=342,Alabama State,21.7,College,1971,34,Center,2.16,108.0,USA,USA,1949-10-10,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,30.1,72.0,,83.0,19.7,,,,,0,0,0,0,0,
84,85,Willie Long,Cleveland Cavaliers,Cleveland Cavaliers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=826:willie-long&catid=69&Itemid=342,New Mexico,21.3,College,1971,35,Forward,2.03,102.0,USA,USA,1950-03-01,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,23.9,50.0,,70.7,10.7,1.1,,,,0,0,0,0,0,
85,86,Gerald Lockett,Cleveland Cavaliers,Cleveland Cavaliers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=5374:gerald-lockett&catid=69&Itemid=342,Arkansas-Pine Bluff,,College,1971,36,Forward,2.03,,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,20.4,42.6,,73.2,12.5,,,,,0,0,0,0,0,
86,87,Larry Steele,Portland Trail Blazers,Portland Trail Blazers,/stats/player/78245/,Kentucky,22.2,College,1971,37,Guard,1.96,84.0,USA,USA,1949-05-05,610.0,,24.2,8.2,3.3,6.9,48.3,0.0,,,1.6,2.0,79.6,2.9,2.8,1.8,0.2,1.3,27.0,19.4,6.9,2.5,5.9,42.4,,,,1.9,2.3,82.3,2.4,1.4,1.0,0.1,1.7,0.0,24.0,,13.1,51.0,,75.6,6.7,3.9,,,,0,0,0,0,0,
87,88,Rich Yunkus,Cincinnati Royals,Sacramento Kings,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=5397:rich-yunkus&catid=69&Itemid=342,Georgia Tech,,College,1971,38,Forward,2.05,98.0,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,32.0,,25.5,45.4,,77.6,11.1,1.6,,,,0,0,0,0,0,
88,89,Jeff Halliburton,Atlanta Hawks,Atlanta Hawks,/stats/player/76923/,Drake,22.0,College,1971,39,Guard,1.96,88.0,USA,USA,1949-07-03,92.0,,11.7,6.1,2.5,5.8,44.0,,,,1.0,1.3,81.4,1.6,1.3,,,,1.0,2.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,29.0,,18.0,45.7,,76.9,7.7,,,,,0,0,0,0,0,
89,90,Clifford Ray,Chicago Bulls,Chicago Bulls,/stats/player/77917/,Oklahoma,22.5,College,1971,40,Center,2.05,104.0,USA,USA,1949-01-21,784.0,,25.4,7.4,3.0,5.7,52.4,0.0,,,1.5,2.5,58.8,8.9,2.2,0.8,1.0,1.7,60.0,28.9,8.3,3.5,6.4,53.8,,,,1.4,2.3,59.0,10.1,2.1,1.0,1.4,,0.0,27.0,,13.1,50.4,,63.2,12.0,,,,,0,0,0,0,0,
90,91,Jackie Ridgle,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/77957/,California,23.4,College,1971,41,Guard,1.93,86.0,USA,USA,1948-02-13,32.0,,3.3,1.8,0.6,1.4,43.2,,,,0.6,0.8,73.1,0.5,0.2,,,,0.0,,,,,,,,,,,,,,,,,0.0,25.0,,17.3,47.9,,73.6,8.9,2.0,,,,0,0,0,0,0,
91,92,Bill Smith,Portland Trail Blazers,Portland Trail Blazers,/stats/player/78207/,Syracuse,22.4,College,1971,42,Center,2.13,100.0,USA,USA,1949-02-14,30.0,,16.4,6.8,2.7,6.3,43.1,,,,1.4,2.4,59.7,4.8,0.7,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,22.7,60.6,,59.3,14.5,1.1,,,,0,0,0,0,0,
92,93,Rich Rinaldi,Baltimore Bullets,Washington Wizards,/stats/player/77965/,St. Peter's,21.9,College,1971,43,Guard,1.90,88.0,USA,USA,1949-08-03,79.0,,10.8,5.0,2.0,5.2,39.3,,,,0.9,1.2,72.4,1.2,0.9,0.4,0.1,,3.0,2.0,0.7,0.3,0.7,50.0,,,,0.0,0.0,0.0,0.0,0.3,,,,0.0,24.0,,28.6,46.2,,71.4,7.1,,,,,0,0,0,0,0,
93,94,Dave Robisch,Boston Celtics,Boston Celtics,/stats/player/77998/,Kansas,21.5,College,1971,44,Center,2.08,107.0,USA,USA,1949-12-22,508.0,0.0,20.8,8.7,3.3,7.3,45.7,0.0,,,2.0,2.5,81.4,5.2,1.6,0.4,0.4,1.0,14.0,10.0,3.5,1.5,3.4,43.8,0.0,,,0.5,0.8,63.6,3.3,0.4,0.1,0.1,0.6,0.0,30.0,,19.2,42.1,,62.7,10.1,,,,,0,0,0,0,0,
94,95,Marv Roberts,Detroit Pistons,Detroit Pistons,/stats/player/77978/,Utah State,21.4,College,1971,45,Forward,2.03,86.0,USA,USA,1950-01-29,28.0,,7.5,2.1,1.0,2.7,35.5,,,,0.1,0.2,66.7,0.9,0.7,0.1,0.1,,0.0,,,,,,,,,,,,,,,,,0.0,24.0,,20.8,44.8,,71.9,11.8,3.5,,,,0,0,0,0,0,?
95,96,Dave Wohl,Philadelphia 76ers,Philadelphia 76ers,/stats/player/78606/,Pennsylvania,21.7,College,1971,46,Guard,1.88,84.0,USA,USA,1949-11-02,410.0,,19.9,6.2,2.5,5.8,43.0,,,,1.3,1.7,75.0,1.4,3.4,0.9,0.1,1.6,4.0,2.0,1.5,0.8,0.8,100.0,,,,0.0,0.0,0.0,0.3,0.5,0.3,0.0,,0.0,29.0,,15.3,45.0,,84.4,1.8,,,,,0,0,0,0,0,
96,97,Mike Gale,Chicago Bulls,Chicago Bulls,/stats/player/76771/,Elizabeth City State,21.0,College,1971,47,Guard,1.90,84.0,USA,USA,1950-07-18,453.0,70.0,24.7,7.4,3.1,6.6,47.4,0.0,,,1.1,1.4,82.5,2.5,4.3,1.9,0.4,1.7,28.0,24.6,7.1,3.0,7.2,41.6,0.0,,,1.0,1.4,72.5,2.7,4.4,1.3,0.4,1.5,0.0,33.0,,23.0,53.4,,65.8,16.8,,,,,0,0,0,0,0,
97,98,Dennis Layton,Phoenix Suns,Phoenix Suns,/stats/player/77350/,Southern California,22.5,College,1971,48,Guard,1.83,77.0,USA,USA,1948-12-24,264.0,,16.8,6.9,2.9,6.5,44.8,,,,1.1,1.5,74.7,1.3,2.6,0.4,0.1,1.4,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,17.6,44.3,,73.7,2.7,,,,,0,0,0,0,0,
98,99,Dick Gibbs,Chicago Bulls,Chicago Bulls,/stats/player/76807/,Texas-El Paso,22.5,College,1971,49,Forward,1.96,95.0,USA,USA,1948-12-20,333.0,,12.9,5.2,2.0,5.0,40.2,,,,1.2,1.5,79.9,1.9,0.8,0.3,0.2,,11.0,3.6,1.6,0.6,1.7,36.8,,,,0.4,0.4,100.0,0.2,0.4,0.3,0.0,,0.0,25.0,,17.4,46.6,,82.4,10.6,,,,,0,0,0,0,0,
99,100,Ken Mayfield,New York Knicks,New York Knicks,/stats/player/77494/,Tuskegee,23.2,College,1971,50,Guard,1.85,79.0,USA,USA,1948-05-11,13.0,,4.9,2.8,1.3,3.5,37.0,,,,0.2,0.2,100.0,0.6,0.3,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,32.1,44.1,,84.6,5.0,3.7,,,,0,0,0,0,0,
100,101,Larue Martin,Portland Trail Blazers,Portland Trail Blazers,/stats/player/77475/,Loyola-Chicago,22.3,College,1972,1,Center,2.11,94.0,USA,USA,1950-03-30,271.0,,14.0,5.3,2.2,5.2,41.6,,,,0.9,1.3,68.5,4.6,0.7,0.2,0.5,,0.0,,,,,,,,,,,,,,,,,0.0,21.0,,19.6,44.3,,81.6,15.7,,,,,0,0,0,0,0,
101,102,Bob McAdoo,Buffalo Braves,Los Angeles Clippers,/stats/player/77498/,North Carolina,20.8,College,1972,2,Center,2.05,95.0,USA,USA,1951-09-15,852.0,1.0,33.2,22.1,8.7,17.3,50.3,0.0,,,4.6,6.1,75.4,9.4,2.3,1.0,1.5,2.6,94.0,28.3,18.3,7.4,15.1,49.1,0.0,,,3.4,4.7,72.4,7.6,1.4,0.8,1.6,2.0,5.0,31.0,,19.5,51.6,,70.7,10.1,2.3,,,,1,2,0,0,1,
102,103,Double D Davis,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/76521/,Houston,22.7,College,1972,3,Forward,2.03,100.0,USA,USA,1949-10-11,340.0,,23.6,8.6,3.3,7.9,42.3,,,,2.0,2.7,73.0,5.9,1.6,0.5,0.6,,11.0,12.9,4.5,1.5,3.4,43.2,,,,1.6,2.0,81.8,2.5,0.9,0.3,0.4,,0.0,27.0,,24.4,50.6,,74.0,11.7,3.8,,,,0,0,0,0,0,Incorrect name
103,104,Corky Calhoun,Phoenix Suns,Phoenix Suns,/stats/player/76330/,Pennsylvania,21.7,College,1972,4,Forward,2.00,95.0,USA,USA,1950-11-01,542.0,,20.1,5.3,2.2,4.8,46.0,0.0,,,0.9,1.2,78.2,3.6,1.1,0.6,0.3,0.7,18.0,11.3,3.4,1.6,3.0,51.9,,,,0.3,0.6,60.0,1.6,0.4,0.3,0.2,0.5,0.0,28.0,,13.5,57.1,,75.9,6.9,,,,,0,0,0,0,0,
104,105,Fred Boyd,Philadelphia 76ers,Philadelphia 76ers,/stats/player/76222/,Oregon State,22.1,College,1972,5,Guard,1.88,82.0,USA,USA,1950-06-13,327.0,,23.6,8.5,3.6,8.6,41.4,,,,1.4,2.1,66.7,1.6,3.0,0.8,0.1,1.0,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,19.8,47.6,,77.3,2.7,6.6,,,,0,0,0,0,0,
105,106,Russell Lee,Milwaukee Bucks,Milwaukee Bucks,/stats/player/77365/,Marshall,22.4,College,1972,6,Forward,1.96,84.0,USA,USA,1950-01-27,97.0,,6.0,2.9,1.2,3.1,39.1,,,,0.5,0.8,68.5,1.2,0.7,0.4,0.1,,11.0,2.3,2.5,1.2,2.0,59.1,,,,0.1,0.4,25.0,0.6,0.3,0.5,0.2,,0.0,27.0,,22.3,45.5,,70.5,12.0,,,,,0,0,0,0,0,
106,107,Isaac Stallworth,Seattle SuperSonics,Oklahoma City Thunder,/stats/player/78239/,Kansas,22.5,College,1972,7,Forward,1.96,86.0,USA,USA,1950-01-18,313.0,,17.5,7.7,3.3,7.9,41.4,,,,1.2,1.7,68.6,2.8,0.7,0.5,0.2,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,25.3,44.7,,73.9,7.7,,,,,0,0,0,0,0,Incorrect name
107,108,Tom Riker,New York Knicks,New York Knicks,/stats/player/77960/,South Carolina,22.4,College,1972,8,Forward,2.08,102.0,USA,USA,1950-02-28,82.0,,7.4,2.7,0.9,2.4,38.0,,,,0.9,1.5,59.3,1.7,0.3,0.2,0.1,,1.0,8.0,2.0,1.0,2.0,50.0,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,28.0,,19.6,55.5,,71.7,10.4,,,,,0,0,0,0,0,
108,109,Bob Nash,Detroit Pistons,Detroit Pistons,/stats/player/77688/,Hawaii,21.9,College,1972,9,Forward,2.03,88.0,USA,USA,1950-08-24,219.0,,11.7,4.7,2.0,4.6,43.5,,,,0.7,1.0,73.0,2.2,0.7,0.3,0.2,0.9,5.0,12.8,4.8,1.6,5.4,29.6,,,,1.6,2.0,80.0,2.2,0.0,0.0,0.8,1.4,0.0,25.0,,18.2,48.0,,76.8,14.4,1.8,,,,0,0,0,0,0,
109,110,Paul Westphal,Boston Celtics,Boston Celtics,/stats/player/78500/,Southern California,21.6,College,1972,10,Guard,1.93,88.0,USA,USA,1950-11-30,823.0,73.0,25.5,15.6,6.2,12.3,50.4,0.1,,,3.2,3.8,82.0,1.9,4.4,1.3,0.3,2.6,107.0,22.4,12.5,5.2,10.7,48.1,0.1,,,2.1,2.7,78.9,1.4,3.3,0.9,0.2,1.9,5.0,14.0,,20.3,48.4,,75.8,5.3,5.1,,,,0,4,0,0,1,
110,111,Ralph Simpson,Chicago Bulls,Chicago Bulls,/stats/player/78157/,Michigan State,22.9,International League,1972,11,Guard,1.96,91.0,USA,USA,1949-08-10,217.0,,18.3,8.4,3.5,8.7,40.4,0.0,,,1.4,1.9,72.4,2.1,2.2,0.9,0.1,1.7,17.0,14.8,6.2,2.6,6.4,41.3,,,,0.9,1.4,69.6,1.4,2.4,0.2,0.1,1.5,0.0,84.0,,27.4,46.0,,80.5,4.7,3.1,,,,0,0,0,0,0,
111,112,Julius Erving,Milwaukee Bucks,Milwaukee Bucks,/stats/player/76681/,Massachusetts,22.4,International League,1972,12,Forward,1.98,91.0,USA,USA,1950-02-22,836.0,442.0,34.3,22.0,8.7,17.1,50.7,0.1,,,4.6,5.9,77.7,6.7,3.9,1.8,1.5,3.1,141.0,37.5,21.9,8.4,17.3,48.6,0.0,,,5.0,6.4,77.9,7.0,4.2,1.7,1.7,3.2,11.0,84.0,,27.3,50.1,,74.5,15.7,4.0,,,,1,7,0,0,1,
112,113,Travis Grant,Los Angeles Lakers,Los Angeles Lakers,/stats/player/76853/,Kentucky State,22.5,College,1972,13,Forward,2.03,98.0,USA,USA,1950-01-01,36.0,,4.4,3.6,1.4,3.3,43.3,,,,0.7,0.8,82.8,1.5,0.2,0.0,0.0,,2.0,5.5,4.0,2.0,3.0,66.7,,,,0.0,0.0,0.0,2.0,0.0,,,,0.0,33.0,,39.5,62.0,,75.6,9.9,1.8,,,,0,0,0,0,0,
113,114,Bob Davis,Portland Trail Blazers,Portland Trail Blazers,/stats/player/76533/,Weber State,22.3,College,1972,14,Forward,2.00,98.0,USA,USA,1950-04-02,9.0,,4.6,1.8,0.7,3.1,21.4,,,,0.4,0.7,66.7,0.6,0.2,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,23.1,48.8,,68.5,11.5,,,,,0,0,0,0,0,
114,115,Harold Fox,Buffalo Braves,Los Angeles Clippers,/stats/player/76746/,Jacksonville,22.9,College,1972,15,Guard,1.88,79.0,USA,USA,1949-08-29,10.0,,8.4,3.1,1.2,3.2,37.5,,,,0.7,0.8,87.5,0.8,1.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,20.9,44.0,,81.5,3.0,7.0,,,,0,0,0,0,0,Too many results
115,116,Jim Price,Los Angeles Lakers,Los Angeles Lakers,/stats/player/77883/,Louisville,22.6,College,1972,16,Guard,1.90,88.0,USA,USA,1949-11-27,510.0,,25.1,10.0,4.2,9.4,44.4,,,,1.6,2.0,81.5,3.1,3.7,1.6,0.3,1.7,23.0,21.0,6.0,2.6,7.3,35.1,,,,0.9,1.4,62.5,2.4,2.7,1.3,0.1,1.0,1.0,31.0,,21.0,49.5,,82.8,3.9,4.4,,,,0,0,1,0,0,
116,117,Chris Ford,Detroit Pistons,Detroit Pistons,/stats/player/76733/,Villanova,23.5,College,1972,17,Guard,1.96,86.0,USA,USA,1949-01-11,794.0,201.0,27.8,9.2,4.0,8.7,46.0,0.2,,,1.1,1.5,73.1,3.0,3.4,1.6,0.3,1.8,58.0,25.5,7.5,3.2,7.2,44.0,0.2,,,0.9,1.3,68.8,2.9,2.6,0.9,0.3,0.9,0.0,28.0,,17.9,51.6,,60.3,6.4,5.2,,,,0,0,0,0,0,
117,118,Joby Wright,Seattle SuperSonics,Oklahoma City Thunder,/stats/player/78622/,Indiana,21.8,College,1972,18,Forward,2.03,100.0,USA,USA,1950-09-05,77.0,,12.1,3.9,1.7,3.6,47.8,,,,0.5,1.2,41.6,2.8,0.5,,,,0.0,,,,,,,,,,,,,,,,,0.0,25.0,,19.9,46.3,,56.8,9.3,0.8,,,,0,0,0,0,0,
118,119,Sam Sibert,Kansas City-Omaha Kings,Sacramento Kings,/stats/player/78144/,Kentucky State,23.4,College,1972,19,Forward,2.00,98.0,USA,USA,1949-02-11,5.0,,5.2,2.4,0.8,2.6,30.8,,,,0.8,1.0,80.0,0.8,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,33.0,,14.1,56.6,,62.2,20.1,2.0,,,,0,0,0,0,0,
