ID,Player Name,Drafting Team,NBA profile,College / High School,Draft Year,Pick N°,Position,Nationality,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive selections,Finals MVP Awards,Hall of Fame Inductee,Height,Weight,League before Draft,Reason no stats
50,Marv Winkler,Milwaukee Bucks,/stats/player/78597/,Louisiana-Lafayette,1970,50,| Guard,USA,"Feb 18, 1948",3,,4.7,2.7,1.0,3.3,30.0,-0,-0,-0,0.7,0.7,100,1.3,0.7,-0,-0,-0,5,1.6,0.0,0.0,0.8,0.0,-0,-0,-0,0.0,0.0,0.0,0.0,0.2,-0,-0,-0,0,26,NaN,25.6,42.3,NaN,79.3,5.0,6.9,NaN,NaN,NaN,0,0,0,0,0,(1.85m),(75kg),College,
51,Austin Carr,Cleveland Cavaliers,/stats/player/76348/,Notre Dame,1971,1,| Guard,USA,"Mar 10, 1948",682,,28.8,15.4,6.4,14.2,44.9,0.0,-0,-0,2.6,3.2,80.4,2.9,2.8,0.8,0.1,1.6,18,23.6,11.8,4.8,11.3,42.6,-0,-0,-0,2.1,3.1,69.1,2.3,2.3,0.6,0.3,2.0,1,29,NaN,38.0,51.7,NaN,81.1,7.4,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.93m),(91kg),College,
52,Sidney Wicks,Portland Trail Blazers,/stats/player/78520/,California-Los Angeles,1971,2,| Forward,USA,"Sep 19, 1949",760,,33.9,16.8,6.6,14.5,45.9,0.0,-0,-0,3.6,5.2,68.5,8.7,3.2,1.0,0.7,2.4,9,29.0,13.1,4.7,9.0,51.9,-0,-0,-0,3.8,5.2,72.3,9.2,1.8,1.4,0.3,-0,4,30,NaN,21.3,52.4,NaN,66.1,12.8,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.03m),(102kg),College,
53,Elmore Smith,Buffalo Braves,/stats/player/78188/,Kentucky State,1971,3,| Center,USA,"May 09, 1949",562,,31.8,13.4,5.6,11.7,48.2,-0,-0,-0,2.1,3.7,57.9,10.6,1.4,0.8,2.9,1.7,13,29.8,15.8,6.6,13.2,50.0,-0,-0,-0,2.6,4.0,65.4,9.1,0.6,1.3,1.9,2.5,0,33,NaN,25.5,59.2,NaN,55.2,24.2,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.13m),(109kg),College,
54,Ken Durrett,Cincinnati Royals,/stats/player/76622/,La Salle,1971,4,| Forward,USA,"Dec 08, 1948",120,,10.0,4.0,1.6,3.7,43.4,-0,-0,-0,0.8,1.3,63.7,1.9,0.5,0.2,0.1,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,21,NaN,27.0,48.0,NaN,76.7,12.0,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.00m),(86kg),College,
55,George Trapp,Atlanta Hawks,/stats/player/78366/,Long Beach State,1971,5,| Forward,USA,"Jul 11, 1948",379,,18.1,8.8,3.7,8.4,44.4,-0,-0,-0,1.4,1.8,75.2,3.9,1.0,0.5,0.3,-0,31,16.7,8.3,3.7,8.0,46.2,-0,-0,-0,0.9,1.3,70.0,3.8,0.7,0.2,0.5,-0,0,26,NaN,18.8,52.9,NaN,68.7,11.0,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.03m),(93kg),College,
56,Fred Brown,Seattle SuperSonics,/stats/player/76272/,Iowa,1971,6,| Guard,USA,"Aug 07, 1948",963,4,25.4,14.6,6.2,13.1,47.8,0.1,-0,-0,2.0,2.3,85.8,2.7,3.3,1.4,0.2,1.6,83,23.1,14.4,6.0,13.0,46.1,0.2,-0,-0,2.2,2.7,81.9,2.4,2.3,0.9,0.1,1.2,1,24,NaN,27.6,50.1,NaN,82.9,4.6,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.90m),(82kg),College,
57,Cliff Meely,Houston Rockets,/stats/player/77570/,Colorado,1971,7,| Forward,USA,"Jul 10, 1947",318,,19.9,8.4,3.5,8.4,41.7,-0,-0,-0,1.3,1.9,67.5,5.4,1.3,0.6,0.7,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,28.9,49.8,NaN,69.6,11.6,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.03m),(98kg),College,
58,Darnell Hillman,Golden State Warriors,/stats/player/77028/,San Jose State,1971,8,| Forward,USA,"Aug 29, 1949",287,,23.0,8.6,3.5,7.4,46.6,0.0,-0,-0,1.7,2.9,59.2,6.6,1.4,0.8,1.0,1.8,18,20.7,5.7,2.3,6.2,36.9,-0,-0,-0,1.1,1.8,62.5,6.3,1.4,0.6,0.6,1.9,0,4,NaN,19.0,N/A,NaN,N/A,N/A,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.05m),(98kg),International League,
59,Stan Love,Baltimore Bullets,/stats/player/77413/,Oregon,1971,9,| Forward,USA,"Apr 09, 1949",227,,15.2,6.8,2.8,6.4,44.0,-0,-0,-0,1.2,1.6,75.1,4.0,0.8,0.5,0.4,-0,7,4.3,1.1,0.4,1.4,30.0,-0,-0,-0,0.3,0.4,66.7,1.4,0.3,0.5,0.0,-0,0,26,NaN,24.6,51.8,NaN,77.5,11.3,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.05m),(98kg),College,
60,Clarence Glover,Boston Celtics,/stats/player/76825/,Western Kentucky,1971,10,| Forward,USA,"Nov 01, 1947",25,,4.8,2.6,1.0,2.2,45.5,-0,-0,-0,0.6,1.3,46.9,1.8,0.2,-0,-0,-0,3,3.3,2.0,0.7,2.0,33.3,-0,-0,-0,0.7,0.7,100,1.0,0.0,-0,-0,-0,0,30,NaN,8.4,35.0,NaN,58.9,10.9,1.8,NaN,NaN,NaN,0,0,0,0,0,(2.03m),(95kg),College,
61,Curtis Rowe,Detroit Pistons,/stats/player/78028/,California-Los Angeles,1971,11,| Forward,USA,"Jul 02, 1949",590,,31.0,11.6,4.8,9.9,48.2,-0,-0,-0,2.1,3.0,70.1,7.2,1.6,0.5,0.5,1.6,28,33.1,11.5,4.5,9.4,48.1,-0,-0,-0,2.5,3.4,72.6,7.9,2.2,0.4,0.8,-0,1,30,NaN,17.5,52.3,NaN,62.7,10.0,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.00m),(102kg),College,
62,Dana Lewis,Philadelphia 76ers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=814:dana-lewis&catid=69&Itemid=342,Tulsa,1971,12,Center,American,N/A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,23.3,49.2,NaN,61.0,13.5,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.08m),(109kg),College,
63,Jim Cleamons,Los Angeles Lakers,/stats/player/76402/,Ohio State,1971,13,| Guard,USA,"Sep 13, 1949",652,,26.1,8.3,3.4,7.5,46.1,0.0,-0,-0,1.4,1.8,76.5,3.0,3.9,1.0,0.2,1.5,27,24.7,8.2,3.4,8.5,39.6,0.0,-0,-0,1.4,1.7,84.8,3.3,3.3,0.6,0.1,1.1,0,24,NaN,17.4,51.0,NaN,74.3,6.3,N/A,NaN,NaN,NaN,1 All-Defensive Team,0,0,0,0,(1.90m),(84kg),College,
64,John Roche,Phoenix Suns,/stats/player/78000/,South Carolina,1971,14,| Guard,USA,"Sep 26, 1949",162,2,21.3,8.4,3.1,6.7,46.8,0.5,-0,-0,1.6,2.0,81.9,1.1,4.0,0.7,0.1,1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,21.6,41.6,NaN,82.1,2.3,4.2,NaN,NaN,NaN,0,0,0,0,0,(1.90m),(77kg),College,
65,Kenny McIntosh,Chicago Bulls,/stats/player/77540/,Eastern Michigan,1971,15,| Forward,USA,"Jan 21, 1949",177,,20.9,5.3,2.3,6.3,36.1,-0,-0,-0,0.7,1.3,58.1,3.9,1.0,0.7,0.4,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
66,Dean Meminger,New York Knicks,/stats/player/77578/,Marquette,1971,16,| Guard,USA,"May 13, 1948",416,,20.6,6.1,2.4,5.1,47.5,-0,-0,-0,1.3,2.1,62.7,2.6,2.5,0.9,0.1,-0,45,17.3,3.8,1.5,3.2,45.5,-0,-0,-0,0.8,1.5,56.1,2.3,1.8,0.3,0.0,-0,0,29,NaN,21.2,50.8,NaN,73.6,4.0,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.83m),(79kg),College,
67,Collis Jones,Milwaukee Bucks,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=824:collis-jones&catid=69&Itemid=342,Notre Dame,1971,17,Forward,American,7/3/1949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,23.1,47.3,NaN,69.9,13.1,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.00m),(92kg),College,
68,Steve Patterson,Cleveland Cavaliers,/stats/player/77812/,California-Los Angeles,1971,18,| Center,USA,"Jun 24, 1948",350,,15.9,4.4,1.9,4.8,40.3,-0,-0,-0,0.6,1.0,59.4,4.7,1.3,0.4,0.4,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,12.9,42.0,NaN,62.0,9.8,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.05m),(102kg),College,
69,Fred Hilton,Buffalo Braves,/stats/player/77029/,Grambling,1971,19,| Guard,USA,"Jan 15, 1948",120,,17.3,9.4,4.2,10.7,38.8,-0,-0,-0,1.1,1.5,74.9,2.1,1.6,-0,-0,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,28.0,50.0,NaN,78.6,3.3,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.90m),(84kg),College,
70,Willard Sojourner,Chicago Bulls,No NBA profile,Weber State,1971,20,Pos Missing,Nationality unknown,Birthdate unknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
71,John Mengelt,Cincinnati Royals,/stats/player/77580/,Auburn,1971,21,| Guard,USA,"Oct 16, 1949",636,,20.1,9.8,3.8,7.9,47.9,0.0,-0,-0,2.2,2.7,80.9,1.9,2.1,0.7,0.1,1.4,19,15.3,8.8,3.3,6.3,52.1,-0,-0,-0,2.3,2.9,78.2,1.7,1.7,0.6,0.1,-0,0,26,NaN,28.4,48.4,NaN,81.3,4.1,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.88m),(88kg),College,
72,"Ted, Hound Dog McClain",Atlanta Hawks,/stats/player/77510/,Tennessee State,1971,22,| Guard,USA,"Aug 30, 1947",178,,19.6,5.9,2.4,5.4,44.7,-0,-0,-0,1.1,1.4,78.6,2.3,3.0,1.0,0.1,1.4,25,12.2,3.7,1.5,3.6,41.1,-0,-0,-0,0.8,1.0,79.2,1.4,2.0,0.8,0.1,1.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
73,Jim McDaniels,Seattle SuperSonics,/stats/player/77523/,Western Kentucky,1971,23,| Center,USA,"Apr 02, 1948",184,,14.7,5.3,2.2,5.5,40.2,-0,-0,-0,0.8,1.2,70.3,4.4,0.9,0.1,0.6,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,29.3,52.2,NaN,74.2,15.1,1.1,NaN,NaN,NaN,0,0,0,0,0,(2.11m),(103kg),College,
74,Mike Newlin,Houston Rockets,/stats/player/77710/,Utah,1971,24,| Guard,USA,"Jan 02, 1949",837,32,29.4,14.9,5.6,12.1,46.6,0.1,-0,-0,3.6,4.1,87.0,3.0,4.0,1.0,0.1,2.5,22,31.0,14.8,6.1,12.3,50.0,-0,-0,-0,2.5,3.0,84.6,3.3,4.7,1.3,0.0,3.0,0,26,NaN,21.8,45.0,NaN,78.1,7.9,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.93m),(91kg),College,
75,Charlie Yelverton,Portland Trail Blazers,/stats/player/78631/,Fordham,1971,25,| Guard,USA,"Dec 05, 1948",69,,17.8,7.9,3.0,7.7,38.9,-0,-0,-0,1.9,2.7,70.7,2.9,1.2,-0,-0,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
76,Amos Thomas,Buffalo Braves,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=809:amos-thomas&catid=69&Itemid=342,Southwestern Oklahoma,1971,26,Forward,American,2/14/1949 - 11/4/2005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28,NaN,24.3,50.1,NaN,81.8,11.3,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.00m),(86kg),College,
77,Richard Fisher,Portland Trail Blazers,No NBA profile,Colorado State,1971,27,Pos Missing,Nationality unknown,Birthdate unknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
78,Jim Rose,Boston Celtics,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=813:jim-rose&catid=69&Itemid=342,Western Kentucky,1971,28,Guard,American,5/26/1947 - 5/30/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,15.4,43.7,NaN,72.0,4.8,2.9,NaN,NaN,NaN,0,0,0,0,0,(1.90m),,College,
79,Isaiah Wilson,Detroit Pistons,/stats/player/78580/,Baltimore,1971,29,| Guard,USA,"May 31, 1948",48,,6.7,3.5,1.3,3.7,35.6,-0,-0,-0,0.9,1.2,73.2,1.0,0.9,-0,-0,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,19,NaN,29.1,42.6,NaN,75.4,6.6,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.88m),(792kg),College,
80,Spencer Haywood,Buffalo Braves,/stats/player/76981/,Detroit Mercy,1971,30,| Forward,USA,"Apr 22, 1949",760,88,33.7,19.2,7.6,16.4,46.5,0.0,-0,-0,4.0,5.0,80.0,9.3,1.8,0.6,1.1,2.2,33,27.0,13.4,5.2,11.6,44.8,0.0,-0,-0,2.9,3.7,78.9,5.7,1.2,0.4,1.1,1.9,4,33,NaN,20.6,44.9,NaN,73.4,12.0,1.5,NaN,NaN,NaN,4 All-NBA,1 Hall of Fame Inductee,0,0,0,(2.05m),(102kg),International League,
81,Joe Bergman,Cincinnati Royals,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=819:joe-bergman&catid=69&Itemid=342,Creighton,1971,31,Forward,American,N/A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,18,NaN,13.3,52.4,NaN,69.4,6.5,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.05m),,College,
82,Howard Porter,Chicago Bulls,/stats/player/77875/,Villanova,1971,32,| Forward,USA,"Aug 31, 1948",457,,18.7,9.2,4.0,8.6,46.9,-0,-0,-0,1.2,1.5,80.2,4.1,0.5,0.4,0.6,0.9,36,18.4,9.3,4.2,9.1,45.9,-0,-0,-0,0.9,1.1,84.6,4.2,0.5,0.7,0.6,-0,0,34,NaN,23.5,53.0,NaN,74.3,14.8,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.03m),(91kg),College,
83,Marvin Stewart,Philadelphia 76ers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=823:marvin-stewart&catid=69&Itemid=342,Nebraska,1971,33,Guard,American,N/A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,21.4,50.5,NaN,82.4,2.1,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.90m),(82kg),College,
84,Gregg Northington,New York Knicks,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=825:gregg-northington&catid=69&Itemid=342,Alabama State,1971,34,Center,American,10/10/1949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,30.1,72.0,NaN,83.0,19.7,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.16m),(108kg),College,
85,Willie Long,Cleveland Cavaliers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=826:willie-long&catid=69&Itemid=342,New Mexico,1971,35,Forward,American,3/1/1950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,23.9,50.0,NaN,70.7,10.7,1.1,NaN,NaN,NaN,0,0,0,0,0,(2.03m),(102kg),College,
86,Gerald Lockett,Cleveland Cavaliers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=5374:gerald-lockett&catid=69&Itemid=342,Arkansas-Pine Bluff,1971,36,Forward,American,N/A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28,NaN,20.4,42.6,NaN,73.2,12.5,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.03m),,College,
87,Larry Steele,Portland Trail Blazers,/stats/player/78245/,Kentucky,1971,37,| Guard,USA,"May 05, 1949",610,,24.2,8.2,3.3,6.9,48.3,0.0,-0,-0,1.6,2.0,79.6,2.9,2.8,1.8,0.2,1.3,27,19.4,6.9,2.5,5.9,42.4,-0,-0,-0,1.9,2.3,82.3,2.4,1.4,1.0,0.1,1.7,0,24,NaN,13.1,51.0,NaN,75.6,6.7,3.9,NaN,NaN,NaN,0,0,0,0,0,(1.96m),(84kg),College,
88,Rich Yunkus,Cincinnati Royals,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=5397:rich-yunkus&catid=69&Itemid=342,Georgia Tech,1971,38,Forward,American,N/A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,25.5,45.4,NaN,77.6,11.1,1.6,NaN,NaN,NaN,0,0,0,0,0,(2.05m),(98kg),College,
89,Jeff Halliburton,Atlanta Hawks,/stats/player/76923/,Drake,1971,39,| Guard,USA,"Jul 03, 1949",92,,11.7,6.1,2.5,5.8,44.0,-0,-0,-0,1.0,1.3,81.4,1.6,1.3,-0,-0,-0,1,2.0,0.0,0.0,1.0,0.0,-0,-0,-0,0.0,0.0,0.0,0.0,0.0,-0,-0,-0,0,29,NaN,18.0,45.7,NaN,76.9,7.7,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.96m),(88kg),College,
90,Clifford Ray,Chicago Bulls,/stats/player/77917/,Oklahoma,1971,40,| Center,USA,"Jan 21, 1949",784,,25.4,7.4,3.0,5.7,52.4,0.0,-0,-0,1.5,2.5,58.8,8.9,2.2,0.8,1.0,1.7,60,28.9,8.3,3.5,6.4,53.8,-0,-0,-0,1.4,2.3,59.0,10.1,2.1,1.0,1.4,-0,0,27,NaN,13.1,50.4,NaN,63.2,12.0,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.05m),(104kg),College,
91,Jackie Ridgle,Cleveland Cavaliers,/stats/player/77957/,California,1971,41,| Guard,USA,"Feb 13, 1948",32,,3.3,1.8,0.6,1.4,43.2,-0,-0,-0,0.6,0.8,73.1,0.5,0.2,-0,-0,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,NaN,17.3,47.9,NaN,73.6,8.9,2.0,NaN,NaN,NaN,0,0,0,0,0,(1.93m),(86kg),College,
92,Bill Smith,Portland Trail Blazers,/stats/player/78207/,Syracuse,1971,42,| Center,USA,"Feb 14, 1949",30,,16.4,6.8,2.7,6.3,43.1,-0,-0,-0,1.4,2.4,59.7,4.8,0.7,-0,-0,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,22.7,60.6,NaN,59.3,14.5,1.1,NaN,NaN,NaN,0,0,0,0,0,(2.13m),(100kg),College,
93,Rich Rinaldi,Baltimore Bullets,/stats/player/77965/,St. Peter's,1971,43,| Guard,USA,"Aug 03, 1949",79,,10.8,5.0,2.0,5.2,39.3,-0,-0,-0,0.9,1.2,72.4,1.2,0.9,0.4,0.1,-0,3,2.0,0.7,0.3,0.7,50.0,-0,-0,-0,0.0,0.0,0.0,0.0,0.3,-0,-0,-0,0,24,NaN,28.6,46.2,NaN,71.4,7.1,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.90m),(88kg),College,
94,Dave Robisch,Boston Celtics,/stats/player/77998/,Kansas,1971,44,| Center,USA,"Dec 22, 1949",508,0,20.8,8.7,3.3,7.3,45.7,0.0,-0,-0,2.0,2.5,81.4,5.2,1.6,0.4,0.4,1.0,14,10.0,3.5,1.5,3.4,43.8,0.0,-0,-0,0.5,0.8,63.6,3.3,0.4,0.1,0.1,0.6,0,30,NaN,19.2,42.1,NaN,62.7,10.1,N/A,NaN,NaN,NaN,0,0,0,0,0,(2.08m),(107kg),College,
95,Marv Roberts,Detroit Pistons,/stats/player/77978/,Utah State,1971,45,| Forward,USA,"Jan 29, 1950",28,,7.5,2.1,1.0,2.7,35.5,-0,-0,-0,0.1,0.2,66.7,0.9,0.7,0.1,0.1,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
96,Dave Wohl,Philadelphia 76ers,/stats/player/78606/,Pennsylvania,1971,46,| Guard,USA,"Nov 02, 1949",410,,19.9,6.2,2.5,5.8,43.0,-0,-0,-0,1.3,1.7,75.0,1.4,3.4,0.9,0.1,1.6,4,2.0,1.5,0.8,0.8,100,-0,-0,-0,0.0,0.0,0.0,0.3,0.5,0.3,0.0,-0,0,29,NaN,15.3,45.0,NaN,84.4,1.8,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.88m),(84kg),College,
97,Mike Gale,Chicago Bulls,/stats/player/76771/,Elizabeth City State,1971,47,| Guard,USA,"Jul 18, 1950",453,70,24.7,7.4,3.1,6.6,47.4,0.0,-0,-0,1.1,1.4,82.5,2.5,4.3,1.9,0.4,1.7,28,24.6,7.1,3.0,7.2,41.6,0.0,-0,-0,1.0,1.4,72.5,2.7,4.4,1.3,0.4,1.5,0,33,NaN,23.0,53.4,NaN,65.8,16.8,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.90m),(84kg),College,
98,Dennis Layton,Phoenix Suns,/stats/player/77350/,Southern California,1971,48,| Guard,USA,"Dec 24, 1948",264,,16.8,6.9,2.9,6.5,44.8,-0,-0,-0,1.1,1.5,74.7,1.3,2.6,0.4,0.1,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,17.6,44.3,NaN,73.7,2.7,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.83m),(77kg),College,
99,Dick Gibbs,Chicago Bulls,/stats/player/76807/,Texas-El Paso,1971,49,| Forward,USA,"Dec 20, 1948",333,,12.9,5.2,2.0,5.0,40.2,-0,-0,-0,1.2,1.5,79.9,1.9,0.8,0.3,0.2,-0,11,3.6,1.6,0.6,1.7,36.8,-0,-0,-0,0.4,0.4,100,0.2,0.4,0.3,0.0,-0,0,25,NaN,17.4,46.6,NaN,82.4,10.6,N/A,NaN,NaN,NaN,0,0,0,0,0,(1.96m),(95kg),College,
100,Ken Mayfield,New York Knicks,/stats/player/77494/,Tuskegee,1971,50,| Guard,USA,"May 11, 1948",13,,4.9,2.8,1.3,3.5,37.0,-0,-0,-0,0.2,0.2,100,0.6,0.3,0.0,0.0,-0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,32.1,44.1,NaN,84.6,5.0,3.7,NaN,NaN,NaN,0,0,0,0,0,(1.85m),(79kg),College,
